Model,MSO2014
Firmware Version,1.35

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,3.2e-06,
Filter Frequency,4.2e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,5,
Label,,
TIME,CH1,CH1 Peak Detect
-1.29072e-01,-5.3,-5.7
-1.29069e-01,-5.5,-5.1
-1.29066e-01,-5.3,-5.7
-1.29062e-01,-5.5,-5.1
-1.29059e-01,-5.3,-5.7
-1.29056e-01,-5.3,-5.3
-1.29053e-01,-5.3,-5.7
-1.29050e-01,-5.3,-5.1
-1.29046e-01,-5.3,-5.7
-1.29043e-01,-5.3,-5.3
-1.29040e-01,-5.3,-5.5
-1.29037e-01,-5.3,-5.1
-1.29034e-01,-5.3,-5.5
-1.29030e-01,-5.3,-5.1
-1.29027e-01,-5.3,-5.5
-1.29024e-01,-5.3,-5.1
-1.29021e-01,-5.3,-5.5
-1.29018e-01,-5.3,-5.1
-1.29014e-01,-5.3,-5.5
-1.29011e-01,-5.3,-5.1
-1.29008e-01,-5.3,-5.5
-1.29005e-01,-5.3,-5.1
-1.29002e-01,-5.3,-5.5
-1.28998e-01,-5.3,-5.1
-1.28995e-01,-5.3,-5.5
-1.28992e-01,-5.3,-5.1
-1.28989e-01,-5.3,-5.5
-1.28986e-01,-5.3,-5.1
-1.28982e-01,-5.3,-5.5
-1.28979e-01,-5.3,-5.1
-1.28976e-01,-5.3,-5.5
-1.28973e-01,-5.3,-5.1
-1.28970e-01,-5.3,-5.5
-1.28966e-01,-5.3,-5.1
-1.28963e-01,-5.3,-5.5
-1.28960e-01,-5.3,-5.1
-1.28957e-01,-5.3,-5.5
-1.28954e-01,-5.3,-5.1
-1.28950e-01,-5.3,-5.5
-1.28947e-01,-5.3,-5.1
-1.28944e-01,-5.3,-5.5
-1.28941e-01,-5.5,-5.1
-1.28938e-01,-5.5,-5.5
-1.28934e-01,-5.5,-5.1
-1.28931e-01,-5.5,-5.7
-1.28928e-01,-5.5,-5.3
-1.28925e-01,-5.5,-5.7
-1.28922e-01,-5.3,-5.3
-1.28918e-01,-5.5,-5.7
-1.28915e-01,-5.5,-5.3
-1.28912e-01,-5.3,-5.7
-1.28909e-01,-5.5,-5.3
-1.28906e-01,-5.5,-5.7
-1.28902e-01,-5.5,-5.3
-1.28899e-01,-5.5,-5.7
-1.28896e-01,-5.5,-5.3
-1.28893e-01,-5.3,-5.7
-1.28890e-01,-5.5,-5.1
-1.28886e-01,-5.3,-5.7
-1.28883e-01,-5.5,-5.3
-1.28880e-01,-5.5,-5.7
-1.28877e-01,-5.3,-5.3
-1.28874e-01,-5.3,-5.5
-1.28870e-01,-5.5,-5.3
-1.28867e-01,-5.3,-5.5
-1.28864e-01,-5.3,-5.1
-1.28861e-01,-5.3,-5.5
-1.28858e-01,-5.3,-5.3
-1.28854e-01,-5.5,-5.5
-1.28851e-01,-5.3,-5.1
-1.28848e-01,-5.3,-5.5
-1.28845e-01,-5.3,-5.1
-1.28842e-01,-5.3,-5.5
-1.28838e-01,-5.3,-5.1
-1.28835e-01,-5.3,-5.5
-1.28832e-01,-5.3,-5.1
-1.28829e-01,-5.3,-5.5
-1.28826e-01,-5.3,-5.1
-1.28822e-01,-5.3,-5.5
-1.28819e-01,-5.3,-5.1
-1.28816e-01,-5.3,-5.5
-1.28813e-01,-5.3,-5.1
-1.28810e-01,-5.3,-5.5
-1.28806e-01,-5.3,-5.1
-1.28803e-01,-5.3,-5.5
-1.28800e-01,-5.3,-5.1
-1.28797e-01,-5.3,-5.5
-1.28794e-01,-5.3,-5.1
-1.28790e-01,-5.3,-5.5
-1.28787e-01,-5.3,-5.1
-1.28784e-01,-5.3,-5.5
-1.28781e-01,-5.3,-5.1
-1.28778e-01,-5.3,-5.5
-1.28774e-01,-5.3,-5.1
-1.28771e-01,-5.3,-5.5
-1.28768e-01,-5.3,-5.1
-1.28765e-01,-5.3,-5.5
-1.28762e-01,-5.3,-5.1
-1.28758e-01,-5.3,-5.5
-1.28755e-01,-5.3,-5.1
-1.28752e-01,-5.3,-5.5
-1.28749e-01,-5.5,-5.1
-1.28746e-01,-5.5,-5.7
-1.28742e-01,-5.5,-5.1
-1.28739e-01,-5.5,-5.7
-1.28736e-01,-5.5,-5.3
-1.28733e-01,-5.5,-5.7
-1.28730e-01,-5.5,-5.3
-1.28726e-01,-5.5,-5.7
-1.28723e-01,-5.5,-5.3
-1.28720e-01,-5.5,-5.7
-1.28717e-01,-5.5,-5.3
-1.28714e-01,-5.3,-5.7
-1.28710e-01,-5.5,-5.3
-1.28707e-01,-5.5,-5.7
-1.28704e-01,-5.5,-5.3
-1.28701e-01,-5.5,-5.5
-1.28698e-01,-5.5,-5.3
-1.28694e-01,-5.5,-5.7
-1.28691e-01,-5.5,-5.3
-1.28688e-01,-5.3,-5.7
-1.28685e-01,-5.3,-5.3
-1.28682e-01,-5.3,-5.5
-1.28678e-01,-5.3,-5.3
-1.28675e-01,-5.3,-5.7
-1.28672e-01,-5.5,-5.1
-1.28669e-01,-5.3,-5.5
-1.28666e-01,-5.3,-5.1
-1.28662e-01,-5.5,-5.5
-1.28659e-01,-5.3,-5.3
-1.28656e-01,-5.3,-5.5
-1.28653e-01,-5.5,-5.3
-1.28650e-01,-5.5,-5.5
-1.28646e-01,-5.3,-5.1
-1.28643e-01,-5.3,-5.5
-1.28640e-01,-5.3,-5.1
-1.28637e-01,-5.3,-5.5
-1.28634e-01,-5.3,-5.1
-1.28630e-01,-5.3,-5.5
-1.28627e-01,-5.3,-5.1
-1.28624e-01,-5.3,-5.5
-1.28621e-01,-5.3,-5.1
-1.28618e-01,-5.3,-5.5
-1.28614e-01,-5.3,-5.1
-1.28611e-01,-5.3,-5.5
-1.28608e-01,-5.3,-5.1
-1.28605e-01,-5.3,-5.5
-1.28602e-01,-5.3,-5.1
-1.28598e-01,-5.3,-5.5
-1.28595e-01,-5.3,-5.1
-1.28592e-01,-5.3,-5.5
-1.28589e-01,-5.3,-5.1
-1.28586e-01,-5.3,-5.5
-1.28582e-01,-5.3,-5.1
-1.28579e-01,-5.3,-5.5
-1.28576e-01,-5.3,-5.1
-1.28573e-01,-5.3,-5.5
-1.28570e-01,-5.3,-5.1
-1.28566e-01,-5.3,-5.5
-1.28563e-01,-5.3,-5.1
-1.28560e-01,-5.3,-5.5
-1.28557e-01,-5.5,-5.1
-1.28554e-01,-5.5,-5.7
-1.28550e-01,-5.5,-5.1
-1.28547e-01,-5.5,-5.7
-1.28544e-01,-5.5,-5.3
-1.28541e-01,-5.5,-5.7
-1.28538e-01,-5.5,-5.3
-1.28534e-01,-5.5,-5.7
-1.28531e-01,-5.5,-5.3
-1.28528e-01,-5.5,-5.7
-1.28525e-01,-5.5,-5.3
-1.28522e-01,-5.5,-5.7
-1.28518e-01,-5.3,-5.3
-1.28515e-01,-5.5,-5.7
-1.28512e-01,-5.3,-5.3
-1.28509e-01,-5.5,-5.7
-1.28506e-01,-5.3,-5.3
-1.28502e-01,-5.3,-5.7
-1.28499e-01,-5.5,-5.3
-1.28496e-01,-5.3,-5.7
-1.28493e-01,-5.5,-5.3
-1.28490e-01,-5.5,-5.7
-1.28486e-01,-5.5,-5.1
-1.28483e-01,-5.3,-5.5
-1.28480e-01,-5.3,-5.3
-1.28477e-01,-5.3,-5.5
-1.28474e-01,-5.3,-5.1
-1.28470e-01,-5.3,-5.5
-1.28467e-01,-5.3,-5.1
-1.28464e-01,-5.3,-5.5
-1.28461e-01,-5.3,-5.1
-1.28458e-01,-5.5,-5.5
-1.28454e-01,-5.3,-5.1
-1.28451e-01,-5.3,-5.5
-1.28448e-01,-5.3,-5.1
-1.28445e-01,-5.3,-5.5
-1.28442e-01,-5.3,-5.1
-1.28438e-01,-5.3,-5.5
-1.28435e-01,-5.3,-5.1
-1.28432e-01,-5.3,-5.5
-1.28429e-01,-5.3,-5.1
-1.28426e-01,-5.3,-5.5
-1.28422e-01,-5.3,-5.1
-1.28419e-01,-5.3,-5.5
-1.28416e-01,-5.3,-5.1
-1.28413e-01,-5.3,-5.5
-1.28410e-01,-5.3,-5.1
-1.28406e-01,-5.3,-5.5
-1.28403e-01,-5.3,-5.1
-1.28400e-01,-5.3,-5.5
-1.28397e-01,-5.3,-5.1
-1.28394e-01,-5.3,-5.5
-1.28390e-01,-5.3,-5.1
-1.28387e-01,-5.3,-5.5
-1.28384e-01,-5.3,-5.1
-1.28381e-01,-5.3,-5.5
-1.28378e-01,-5.3,-5.1
-1.28374e-01,-5.3,-5.5
-1.28371e-01,-5.3,-5.1
-1.28368e-01,-5.3,-5.5
-1.28365e-01,-5.5,-5.1
-1.28362e-01,-5.5,-5.7
-1.28358e-01,-5.5,-5.1
-1.28355e-01,-5.5,-5.7
-1.28352e-01,-5.5,-5.3
-1.28349e-01,-5.5,-5.7
-1.28346e-01,-5.5,-5.3
-1.28342e-01,-5.3,-5.7
-1.28339e-01,-5.5,-5.3
-1.28336e-01,-5.5,-5.7
-1.28333e-01,-5.5,-5.3
-1.28330e-01,-5.5,-5.7
-1.28326e-01,-5.5,-5.1
-1.28323e-01,-5.5,-5.7
-1.28320e-01,-5.5,-5.3
-1.28317e-01,-5.5,-5.7
-1.28314e-01,-5.5,-5.3
-1.28310e-01,-5.5,-5.7
-1.28307e-01,-5.3,-5.3
-1.28304e-01,-5.3,-5.7
-1.28301e-01,-5.3,-5.3
-1.28298e-01,-5.3,-5.7
-1.28294e-01,-5.3,-5.3
-1.28291e-01,-5.3,-5.5
-1.28288e-01,-5.5,-5.3
-1.28285e-01,-5.3,-5.5
-1.28282e-01,-5.3,-5.1
-1.28278e-01,-5.3,-5.7
-1.28275e-01,-5.3,-5.1
-1.28272e-01,-5.3,-5.5
-1.28269e-01,-5.3,-5.1
-1.28266e-01,-5.3,-5.5
-1.28262e-01,-5.3,-5.1
-1.28259e-01,-5.3,-5.5
-1.28256e-01,-5.3,-5.1
-1.28253e-01,-5.3,-5.5
-1.28250e-01,-5.3,-5.1
-1.28246e-01,-5.3,-5.5
-1.28243e-01,-5.3,-5.1
-1.28240e-01,-5.3,-5.5
-1.28237e-01,-5.3,-5.1
-1.28234e-01,-5.3,-5.5
-1.28230e-01,-5.3,-5.1
-1.28227e-01,-5.3,-5.5
-1.28224e-01,-5.3,-5.1
-1.28221e-01,-5.3,-5.5
-1.28218e-01,-5.3,-5.1
-1.28214e-01,-5.3,-5.5
-1.28211e-01,-5.3,-5.1
-1.28208e-01,-5.3,-5.5
-1.28205e-01,-5.3,-5.1
-1.28202e-01,-5.3,-5.5
-1.28198e-01,-5.3,-5.1
-1.28195e-01,-5.3,-5.5
-1.28192e-01,-5.3,-5.1
-1.28189e-01,-5.3,-5.5
-1.28186e-01,-5.3,-5.1
-1.28182e-01,-5.3,-5.5
-1.28179e-01,-5.3,-5.1
-1.28176e-01,-5.3,-5.5
-1.28173e-01,-5.5,-5.1
-1.28170e-01,-5.5,-5.7
-1.28166e-01,-5.5,-5.1
-1.28163e-01,-5.5,-5.7
-1.28160e-01,-5.5,-5.3
-1.28157e-01,-5.3,-5.7
-1.28154e-01,-5.5,-5.3
-1.28150e-01,-5.5,-5.7
-1.28147e-01,-5.5,-5.3
-1.28144e-01,-5.3,-5.7
-1.28141e-01,-5.5,-5.3
-1.28138e-01,-5.5,-5.7
-1.28134e-01,-5.5,-5.3
-1.28131e-01,-5.5,-5.7
-1.28128e-01,-5.3,-5.3
-1.28125e-01,-5.5,-5.7
-1.28122e-01,-5.5,-5.3
-1.28118e-01,-5.3,-5.7
-1.28115e-01,-5.5,-5.3
-1.28112e-01,-5.3,-5.5
-1.28109e-01,-5.5,-5.3
-1.28106e-01,-5.5,-5.5
-1.28102e-01,-5.3,-5.3
-1.28099e-01,-5.3,-5.5
-1.28096e-01,-5.5,-5.3
-1.28093e-01,-5.3,-5.5
-1.28090e-01,-5.5,-5.1
-1.28086e-01,-5.5,-5.5
-1.28083e-01,-5.3,-5.3
-1.28080e-01,-5.5,-5.5
-1.28077e-01,-5.3,-5.1
-1.28074e-01,-5.3,-5.5
-1.28070e-01,-5.3,-5.1
-1.28067e-01,-5.3,-5.5
-1.28064e-01,-5.3,-5.1
-1.28061e-01,-5.3,-5.5
-1.28058e-01,-5.3,-5.1
-1.28054e-01,-5.3,-5.5
-1.28051e-01,-5.3,-5.1
-1.28048e-01,-5.3,-5.5
-1.28045e-01,-5.3,-5.1
-1.28042e-01,-5.3,-5.5
-1.28038e-01,-5.3,-5.1
-1.28035e-01,-5.3,-5.5
-1.28032e-01,-5.3,-5.1
-1.28029e-01,-5.3,-5.5
-1.28026e-01,-5.3,-5.1
-1.28022e-01,-5.3,-5.5
-1.28019e-01,-5.3,-5.1
-1.28016e-01,-5.3,-5.5
-1.28013e-01,-5.3,-5.1
-1.28010e-01,-5.3,-5.5
-1.28006e-01,-5.3,-5.1
-1.28003e-01,-5.3,-5.5
-1.28000e-01,-5.3,-5.1
-1.27997e-01,-5.3,-5.5
-1.27994e-01,-5.3,-5.1
-1.27990e-01,-5.3,-5.5
-1.27987e-01,-5.3,-5.1
-1.27984e-01,-5.3,-5.5
-1.27981e-01,-5.5,-5.1
-1.27978e-01,-5.5,-5.7
-1.27974e-01,-5.5,-5.1
-1.27971e-01,-5.5,-5.7
-1.27968e-01,-5.5,-5.3
-1.27965e-01,-5.5,-5.7
-1.27962e-01,-5.5,-5.3
-1.27958e-01,-5.5,-5.7
-1.27955e-01,-5.5,-5.3
-1.27952e-01,-5.5,-5.7
-1.27949e-01,-5.5,-5.3
-1.27946e-01,-5.5,-5.7
-1.27942e-01,-5.5,-5.3
-1.27939e-01,-5.5,-5.7
-1.27936e-01,-5.3,-5.3
-1.27933e-01,-5.5,-5.7
-1.27930e-01,-5.5,-5.3
-1.27926e-01,-5.3,-5.7
-1.27923e-01,-5.5,-5.3
-1.27920e-01,-5.3,-5.7
-1.27917e-01,-5.5,-5.3
-1.27914e-01,-5.5,-5.5
-1.27910e-01,-5.5,-5.3
-1.27907e-01,-5.5,-5.5
-1.27904e-01,-5.5,-5.3
-1.27901e-01,-5.3,-5.5
-1.27898e-01,-5.5,-5.3
-1.27894e-01,-5.5,-5.7
-1.27891e-01,-5.3,-5.1
-1.27888e-01,-5.5,-5.5
-1.27885e-01,-5.3,-5.3
-1.27882e-01,-5.3,-5.5
-1.27878e-01,-5.3,-5.3
-1.27875e-01,-5.3,-5.5
-1.27872e-01,-5.5,-5.3
-1.27869e-01,-5.3,-5.5
-1.27866e-01,-5.3,-5.1
-1.27862e-01,-5.3,-5.5
-1.27859e-01,-5.3,-5.1
-1.27856e-01,-5.3,-5.5
-1.27853e-01,-5.3,-5.1
-1.27850e-01,-5.3,-5.5
-1.27846e-01,-5.3,-5.1
-1.27843e-01,-5.3,-5.5
-1.27840e-01,-5.3,-5.1
-1.27837e-01,-5.3,-5.5
-1.27834e-01,-5.3,-5.1
-1.27830e-01,-5.3,-5.5
-1.27827e-01,-5.3,-5.1
-1.27824e-01,-5.3,-5.5
-1.27821e-01,-5.3,-5.1
-1.27818e-01,-5.3,-5.5
-1.27814e-01,-5.3,-5.1
-1.27811e-01,-5.3,-5.5
-1.27808e-01,-5.3,-5.1
-1.27805e-01,-5.3,-5.5
-1.27802e-01,-5.3,-5.1
-1.27798e-01,-5.3,-5.5
-1.27795e-01,-5.3,-5.1
-1.27792e-01,-5.3,-5.5
-1.27789e-01,-5.5,-5.1
-1.27786e-01,-5.5,-5.7
-1.27782e-01,-5.5,-5.1
-1.27779e-01,-5.5,-5.7
-1.27776e-01,-5.5,-5.3
-1.27773e-01,-5.5,-5.7
-1.27770e-01,-5.5,-5.3
-1.27766e-01,-5.5,-5.7
-1.27763e-01,-5.5,-5.3
-1.27760e-01,-5.5,-5.7
-1.27757e-01,-5.5,-5.3
-1.27754e-01,-5.5,-5.7
-1.27750e-01,-5.3,-5.3
-1.27747e-01,-5.5,-5.7
-1.27744e-01,-5.5,-5.3
-1.27741e-01,-5.5,-5.7
-1.27738e-01,-5.5,-5.3
-1.27734e-01,-5.5,-5.7
-1.27731e-01,-5.3,-5.3
-1.27728e-01,-5.3,-5.7
-1.27725e-01,-5.5,-5.3
-1.27722e-01,-5.3,-5.5
-1.27718e-01,-5.5,-5.1
-1.27715e-01,-5.3,-5.5
-1.27712e-01,-5.5,-5.1
-1.27709e-01,-5.3,-5.5
-1.27706e-01,-5.3,-5.1
-1.27702e-01,-5.3,-5.5
-1.27699e-01,-5.3,-5.1
-1.27696e-01,-5.3,-5.7
-1.27693e-01,-5.3,-5.1
-1.27690e-01,-5.3,-5.5
-1.27686e-01,-5.3,-5.1
-1.27683e-01,-5.3,-5.5
-1.27680e-01,-5.3,-5.1
-1.27677e-01,-5.3,-5.5
-1.27674e-01,-5.3,-5.1
-1.27670e-01,-5.3,-5.5
-1.27667e-01,-5.3,-5.1
-1.27664e-01,-5.3,-5.5
-1.27661e-01,-5.3,-5.1
-1.27658e-01,-5.3,-5.5
-1.27654e-01,-5.3,-5.1
-1.27651e-01,-5.3,-5.5
-1.27648e-01,-5.3,-5.1
-1.27645e-01,-5.3,-5.5
-1.27642e-01,-5.3,-5.1
-1.27638e-01,-5.3,-5.5
-1.27635e-01,-5.3,-5.1
-1.27632e-01,-5.3,-5.5
-1.27629e-01,-5.3,-5.1
-1.27626e-01,-5.3,-5.5
-1.27622e-01,-5.3,-5.1
-1.27619e-01,-5.3,-5.5
-1.27616e-01,-5.3,-5.1
-1.27613e-01,-5.3,-5.5
-1.27610e-01,-5.3,-5.1
-1.27606e-01,-5.3,-5.5
-1.27603e-01,-5.3,-5.1
-1.27600e-01,-5.3,-5.5
-1.27597e-01,-5.5,-5.1
-1.27594e-01,-5.5,-5.7
-1.27590e-01,-5.5,-5.1
-1.27587e-01,-5.5,-5.7
-1.27584e-01,-5.5,-5.3
-1.27581e-01,-5.5,-5.7
-1.27578e-01,-5.5,-5.3
-1.27574e-01,-5.5,-5.7
-1.27571e-01,-5.5,-5.3
-1.27568e-01,-5.3,-5.7
-1.27565e-01,-5.5,-5.3
-1.27562e-01,-5.5,-5.7
-1.27558e-01,-5.5,-5.3
-1.27555e-01,-5.5,-5.7
-1.27552e-01,-5.5,-5.3
-1.27549e-01,-5.5,-5.7
-1.27546e-01,-5.5,-5.3
-1.27542e-01,-5.3,-5.5
-1.27539e-01,-5.5,-5.3
-1.27536e-01,-5.5,-5.7
-1.27533e-01,-5.3,-5.3
-1.27530e-01,-5.3,-5.7
-1.27526e-01,-5.3,-5.3
-1.27523e-01,-5.3,-5.7
-1.27520e-01,-5.3,-5.3
-1.27517e-01,-5.5,-5.5
-1.27514e-01,-5.5,-5.1
-1.27510e-01,-5.3,-5.5
-1.27507e-01,-5.5,-5.1
-1.27504e-01,-5.3,-5.5
-1.27501e-01,-5.3,-5.1
-1.27498e-01,-5.3,-5.5
-1.27494e-01,-5.3,-5.1
-1.27491e-01,-5.5,-5.5
-1.27488e-01,-5.3,-5.1
-1.27485e-01,-5.3,-5.5
-1.27482e-01,-5.3,-5.1
-1.27478e-01,-5.3,-5.5
-1.27475e-01,-5.3,-5.1
-1.27472e-01,-5.3,-5.5
-1.27469e-01,-5.3,-5.1
-1.27466e-01,-5.3,-5.5
-1.27462e-01,-5.3,-5.1
-1.27459e-01,-5.3,-5.5
-1.27456e-01,-5.3,-5.1
-1.27453e-01,-5.3,-5.5
-1.27450e-01,-5.3,-5.1
-1.27446e-01,-5.3,-5.5
-1.27443e-01,-5.3,-5.1
-1.27440e-01,-5.3,-5.5
-1.27437e-01,-5.3,-5.1
-1.27434e-01,-5.3,-5.5
-1.27430e-01,-5.3,-5.1
-1.27427e-01,-5.3,-5.5
-1.27424e-01,-5.3,-5.1
-1.27421e-01,-5.3,-5.5
-1.27418e-01,-5.3,-5.1
-1.27414e-01,-5.3,-5.5
-1.27411e-01,-5.3,-5.1
-1.27408e-01,-5.3,-5.5
-1.27405e-01,-5.5,-5.1
-1.27402e-01,-5.5,-5.7
-1.27398e-01,-5.5,-5.1
-1.27395e-01,-5.5,-5.7
-1.27392e-01,-5.5,-5.3
-1.27389e-01,-5.5,-5.7
-1.27386e-01,-5.5,-5.3
-1.27382e-01,-5.5,-5.7
-1.27379e-01,-5.5,-5.3
-1.27376e-01,-5.5,-5.7
-1.27373e-01,-5.5,-5.3
-1.27370e-01,-5.3,-5.7
-1.27366e-01,-5.5,-5.3
-1.27363e-01,-5.5,-5.7
-1.27360e-01,-5.3,-5.3
-1.27357e-01,-5.5,-5.7
-1.27354e-01,-5.5,-5.3
-1.27350e-01,-5.5,-5.7
-1.27347e-01,-5.3,-5.1
-1.27344e-01,-5.3,-5.7
-1.27341e-01,-5.5,-5.3
-1.27338e-01,-5.5,-5.7
-1.27334e-01,-5.5,-5.1
-1.27331e-01,-5.3,-5.7
-1.27328e-01,-5.5,-5.3
-1.27325e-01,-5.3,-5.7
-1.27322e-01,-5.3,-5.1
-1.27318e-01,-5.3,-5.5
-1.27315e-01,-5.3,-5.1
-1.27312e-01,-5.3,-5.5
-1.27309e-01,-5.3,-5.1
-1.27306e-01,-5.3,-5.5
-1.27302e-01,-5.3,-5.1
-1.27299e-01,-5.3,-5.5
-1.27296e-01,-5.3,-5.1
-1.27293e-01,-5.3,-5.5
-1.27290e-01,-5.3,-5.1
-1.27286e-01,-5.3,-5.5
-1.27283e-01,-5.3,-5.1
-1.27280e-01,-5.3,-5.5
-1.27277e-01,-5.3,-5.1
-1.27274e-01,-5.3,-5.5
-1.27270e-01,-5.3,-5.1
-1.27267e-01,-5.3,-5.5
-1.27264e-01,-5.3,-5.1
-1.27261e-01,-5.3,-5.5
-1.27258e-01,-5.3,-5.1
-1.27254e-01,-5.3,-5.5
-1.27251e-01,-5.3,-5.1
-1.27248e-01,-5.3,-5.5
-1.27245e-01,-5.3,-5.1
-1.27242e-01,-5.3,-5.5
-1.27238e-01,-5.3,-5.1
-1.27235e-01,-5.3,-5.5
-1.27232e-01,-5.3,-5.1
-1.27229e-01,-5.3,-5.5
-1.27226e-01,-5.3,-5.1
-1.27222e-01,-5.3,-5.5
-1.27219e-01,-5.3,-5.1
-1.27216e-01,-5.3,-5.5
-1.27213e-01,-5.5,-5.1
-1.27210e-01,-5.5,-5.7
-1.27206e-01,-5.5,-5.1
-1.27203e-01,-5.5,-5.7
-1.27200e-01,-5.5,-5.3
-1.27197e-01,-5.5,-5.7
-1.27194e-01,-5.5,-5.3
-1.27190e-01,-5.5,-5.7
-1.27187e-01,-5.5,-5.3
-1.27184e-01,-5.5,-5.7
-1.27181e-01,-5.5,-5.3
-1.27178e-01,-5.3,-5.7
-1.27174e-01,-5.3,-5.3
-1.27171e-01,-5.5,-5.7
-1.27168e-01,-5.3,-5.3
-1.27165e-01,-5.5,-5.7
-1.27162e-01,-5.5,-5.3
-1.27158e-01,-5.5,-5.7
-1.27155e-01,-5.5,-5.3
-1.27152e-01,-5.5,-5.5
-1.27149e-01,-5.3,-5.3
-1.27146e-01,-5.5,-5.7
-1.27142e-01,-5.3,-5.3
-1.27139e-01,-5.3,-5.7
-1.27136e-01,-5.3,-5.1
-1.27133e-01,-5.3,-5.7
-1.27130e-01,-5.3,-5.1
-1.27126e-01,-5.3,-5.5
-1.27123e-01,-5.3,-5.1
-1.27120e-01,-5.3,-5.5
-1.27117e-01,-5.3,-5.1
-1.27114e-01,-5.3,-5.5
-1.27110e-01,-5.5,-5.1
-1.27107e-01,-5.3,-5.5
-1.27104e-01,-5.3,-5.3
-1.27101e-01,-5.3,-5.5
-1.27098e-01,-5.3,-5.1
-1.27094e-01,-5.3,-5.5
-1.27091e-01,-5.3,-5.1
-1.27088e-01,-5.3,-5.5
-1.27085e-01,-5.3,-5.1
-1.27082e-01,-5.3,-5.5
-1.27078e-01,-5.3,-5.1
-1.27075e-01,-5.3,-5.5
-1.27072e-01,-5.3,-5.1
-1.27069e-01,-5.3,-5.5
-1.27066e-01,-5.3,-5.1
-1.27062e-01,-5.3,-5.5
-1.27059e-01,-5.3,-5.1
-1.27056e-01,-5.3,-5.5
-1.27053e-01,-5.3,-5.1
-1.27050e-01,-5.3,-5.5
-1.27046e-01,-5.3,-5.1
-1.27043e-01,-5.3,-5.5
-1.27040e-01,-5.3,-5.1
-1.27037e-01,-5.3,-5.5
-1.27034e-01,-5.3,-5.1
-1.27030e-01,-5.3,-5.5
-1.27027e-01,-5.3,-5.1
-1.27024e-01,-5.3,-5.5
-1.27021e-01,-5.5,-5.1
-1.27018e-01,-5.5,-5.7
-1.27014e-01,-5.5,-5.1
-1.27011e-01,-5.5,-5.7
-1.27008e-01,-5.5,-5.3
-1.27005e-01,-5.5,-5.7
-1.27002e-01,-5.5,-5.3
-1.26998e-01,-5.5,-5.7
-1.26995e-01,-5.5,-5.3
-1.26992e-01,-5.5,-5.7
-1.26989e-01,-5.5,-5.3
-1.26986e-01,-5.5,-5.7
-1.26982e-01,-5.5,-5.3
-1.26979e-01,-5.5,-5.7
-1.26976e-01,-5.3,-5.3
-1.26973e-01,-5.3,-5.7
-1.26970e-01,-5.3,-5.3
-1.26966e-01,-5.5,-5.7
-1.26963e-01,-5.5,-5.3
-1.26960e-01,-5.3,-5.7
-1.26957e-01,-5.5,-5.3
-1.26954e-01,-5.3,-5.7
-1.26950e-01,-5.3,-5.1
-1.26947e-01,-5.3,-5.7
-1.26944e-01,-5.3,-5.3
-1.26941e-01,-5.3,-5.7
-1.26938e-01,-5.5,-5.1
-1.26934e-01,-5.3,-5.5
-1.26931e-01,-5.3,-5.1
-1.26928e-01,-5.3,-5.5
-1.26925e-01,-5.3,-5.1
-1.26922e-01,-5.3,-5.5
-1.26918e-01,-5.3,-5.1
-1.26915e-01,-5.3,-5.5
-1.26912e-01,-5.3,-5.1
-1.26909e-01,-5.3,-5.5
-1.26906e-01,-5.3,-5.1
-1.26902e-01,-5.3,-5.5
-1.26899e-01,-5.3,-5.1
-1.26896e-01,-5.3,-5.5
-1.26893e-01,-5.3,-5.1
-1.26890e-01,-5.3,-5.5
-1.26886e-01,-5.3,-5.1
-1.26883e-01,-5.3,-5.5
-1.26880e-01,-5.3,-5.1
-1.26877e-01,-5.3,-5.5
-1.26874e-01,-5.3,-5.1
-1.26870e-01,-5.3,-5.5
-1.26867e-01,-5.3,-5.1
-1.26864e-01,-5.3,-5.5
-1.26861e-01,-5.3,-5.1
-1.26858e-01,-5.3,-5.5
-1.26854e-01,-5.3,-5.1
-1.26851e-01,-5.3,-5.5
-1.26848e-01,-5.3,-5.1
-1.26845e-01,-5.3,-5.5
-1.26842e-01,-5.3,-5.1
-1.26838e-01,-5.3,-5.5
-1.26835e-01,-5.3,-5.1
-1.26832e-01,-5.3,-5.5
-1.26829e-01,-5.5,-5.1
-1.26826e-01,-5.5,-5.7
-1.26822e-01,-5.5,-5.1
-1.26819e-01,-5.5,-5.7
-1.26816e-01,-5.5,-5.3
-1.26813e-01,-5.5,-5.7
-1.26810e-01,-5.5,-5.3
-1.26806e-01,-5.5,-5.7
-1.26803e-01,-5.5,-5.3
-1.26800e-01,-5.5,-5.7
-1.26797e-01,-5.5,-5.3
-1.26794e-01,-5.3,-5.7
-1.26790e-01,-5.5,-5.3
-1.26787e-01,-5.5,-5.7
-1.26784e-01,-5.5,-5.3
-1.26781e-01,-5.5,-5.7
-1.26778e-01,-5.3,-5.3
-1.26774e-01,-5.3,-5.7
-1.26771e-01,-5.5,-5.3
-1.26768e-01,-5.3,-5.7
-1.26765e-01,-5.3,-5.1
-1.26762e-01,-5.3,-5.7
-1.26758e-01,-5.5,-5.3
-1.26755e-01,-5.3,-5.7
-1.26752e-01,-5.3,-5.1
-1.26749e-01,-5.3,-5.5
